country_code,country_name,year,indicator_name,value,source,retrieved_date
GRC,Greece,2001,literacy_rate,95.9899978637695,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2023,literacy_rate,83.0195796057608,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2022,literacy_rate,83.0299987792969,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2018,literacy_rate,80.8099975585938,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2015,literacy_rate,80.1999969482422,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2014,literacy_rate,81.2900009155273,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2013,literacy_rate,77.0400009155273,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2012,literacy_rate,78.2600021362305,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GTM,Guatemala,2002,literacy_rate,69.0999984741211,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GIN,Guinea,2018,literacy_rate,39.6199989318848,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GIN,Guinea,2014,literacy_rate,32.0,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GIN,Guinea,2010,literacy_rate,25.3099994659424,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GIN,Guinea,2003,literacy_rate,29.7000007629394,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GNB,Guinea-Bissau,2022,literacy_rate,63.9300003051758,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GNB,Guinea-Bissau,2019,literacy_rate,54.8800010681152,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GNB,Guinea-Bissau,2000,literacy_rate,41.3600006103516,UNESCO Institute for Statistics (via World Bank API),2026-09-02
GUY,Guyana,2020,literacy_rate,85.6399993896484,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HTI,Haiti,2017,literacy_rate,68.0100021362305,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HTI,Haiti,2012,literacy_rate,73.953334886651,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HTI,Haiti,2003,literacy_rate,58.7400016784668,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2023,literacy_rate,87.0899963378906,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2022,literacy_rate,88.2192789618317,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2019,literacy_rate,88.5100021362305,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2018,literacy_rate,87.2099990844727,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2016,literacy_rate,88.9899978637695,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2015,literacy_rate,87.9100036621094,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2014,literacy_rate,87.1999969482422,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2013,literacy_rate,85.4599990844727,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2012,literacy_rate,85.3600006103516,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2011,literacy_rate,85.120002746582,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2010,literacy_rate,84.7600021362305,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2007,literacy_rate,83.5899963378906,UNESCO Institute for Statistics (via World Bank API),2026-09-02
HND,Honduras,2001,literacy_rate,80.0100021362305,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2023,literacy_rate,81.6999969482422,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2022,literacy_rate,76.3199996948242,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2021,literacy_rate,76.0596617430205,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2020,literacy_rate,75.5270629470344,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2019,literacy_rate,74.8938629973395,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2018,literacy_rate,73.6883524760717,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2012,literacy_rate,69.8279300354369,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2011,literacy_rate,69.3000030517578,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2010,literacy_rate,68.325817300837,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2006,literacy_rate,62.75,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IND,India,2001,literacy_rate,61.0099983215332,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2020,literacy_rate,96.0,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2018,literacy_rate,95.6600036621094,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2016,literacy_rate,95.379997253418,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2015,literacy_rate,95.2200012207031,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2014,literacy_rate,95.120002746582,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2011,literacy_rate,92.8099975585938,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2010,literacy_rate,92.3199996948242,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2009,literacy_rate,92.5800018310547,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2008,literacy_rate,92.1900024414062,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2006,literacy_rate,91.9800033569336,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IDN,Indonesia,2004,literacy_rate,90.379997253418,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IRN,"Iran, Islamic Rep.",2023,literacy_rate,88.9168161136597,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IRN,"Iran, Islamic Rep.",2022,literacy_rate,88.5942297159365,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IRN,"Iran, Islamic Rep.",2021,literacy_rate,88.4555944977134,UNESCO Institute for Statistics (via World Bank API),2026-09-02
IRN,"Iran, Islamic Rep.",2020,literacy_rate,87.9028264049083,UNESCO Institute for Statistics (via World Bank API),2026-09-02
